"rules","support","confidence","lift","count"
"{NatuurlijkGrasland_192} => {NederlandseAchtergrond_34}",0.881720430107527,1,1,328
"{NederlandseAchtergrond_34} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalMetMigratieachtergrond_35}",0.881720430107527,1,1,328
"{TotaalMetMigratieachtergrond_35} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {WesterseMigratieachtergrond_36}",0.881720430107527,1,1,328
"{WesterseMigratieachtergrond_36} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalNietWesterseMigratieachtergrond_37}",0.881720430107527,1,1,328
"{TotaalNietWesterseMigratieachtergrond_37} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VoormaligeNederlandseAntillenAruba_39}",0.881720430107527,1,1,328
"{VoormaligeNederlandseAntillenAruba_39} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Suriname_40}",0.881720430107527,1,1,328
"{Suriname_40} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {OverigNietWesterseMigratieachtergrond_42}",0.881720430107527,1,1,328
"{OverigNietWesterseMigratieachtergrond_42} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {NederlandseAchtergrond_43}",0.881720430107527,1,1,328
"{NederlandseAchtergrond_43} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalMetMigratieachtergrond_44}",0.881720430107527,1,1,328
"{TotaalMetMigratieachtergrond_44} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {WesterseMigratieachtergrond_45}",0.881720430107527,1,1,328
"{WesterseMigratieachtergrond_45} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalNietWesterseMigratieachtergrond_46}",0.881720430107527,1,1,328
"{TotaalNietWesterseMigratieachtergrond_46} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {OverigNietWesterseMigratieachtergrond_51}",0.881720430107527,1,1,328
"{OverigNietWesterseMigratieachtergrond_51} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Bevolkingsdichtheid_57}",0.881720430107527,1,1,328
"{Bevolkingsdichtheid_57} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Geboorte_58}",0.881720430107527,1,1,328
"{Geboorte_58} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GeboorteRelatief_59}",0.881720430107527,1,1,328
"{GeboorteRelatief_59} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Sterfte_60}",0.881720430107527,1,1,328
"{Sterfte_60} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Ongehuwd_25}",0.881720430107527,1,1,328
"{Ongehuwd_25} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GrijzeDruk_24}",0.881720430107527,1,1,328
"{GrijzeDruk_24} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {number}",0.881720430107527,1,1,328
"{number} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaleBevolking_1}",0.881720430107527,1,1,328
"{TotaleBevolking_1} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Mannen_2}",0.881720430107527,1,1,328
"{Mannen_2} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Vrouwen_3}",0.881720430107527,1,1,328
"{Vrouwen_3} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {JongerDan5Jaar_4}",0.881720430107527,1,1,328
"{JongerDan5Jaar_4} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_5Tot10Jaar_5}",0.881720430107527,1,1,328
"{k_5Tot10Jaar_5} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_10Tot15Jaar_6}",0.881720430107527,1,1,328
"{k_10Tot15Jaar_6} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_15Tot20Jaar_7}",0.881720430107527,1,1,328
"{k_15Tot20Jaar_7} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_20Tot25Jaar_8}",0.881720430107527,1,1,328
"{k_20Tot25Jaar_8} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_25Tot45Jaar_9}",0.881720430107527,1,1,328
"{k_25Tot45Jaar_9} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_45Tot65Jaar_10}",0.881720430107527,1,1,328
"{k_45Tot65Jaar_10} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_65Tot80Jaar_11}",0.881720430107527,1,1,328
"{k_65Tot80Jaar_11} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_80JaarOfOuder_12}",0.881720430107527,1,1,328
"{k_80JaarOfOuder_12} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {JongerDan5Jaar_13}",0.881720430107527,1,1,328
"{JongerDan5Jaar_13} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_5Tot10Jaar_14}",0.881720430107527,1,1,328
"{k_5Tot10Jaar_14} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_10Tot15Jaar_15}",0.881720430107527,1,1,328
"{k_10Tot15Jaar_15} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_15Tot20Jaar_16}",0.881720430107527,1,1,328
"{k_15Tot20Jaar_16} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_20Tot25Jaar_17}",0.881720430107527,1,1,328
"{k_20Tot25Jaar_17} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_25Tot45Jaar_18}",0.881720430107527,1,1,328
"{k_25Tot45Jaar_18} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_45Tot65Jaar_19}",0.881720430107527,1,1,328
"{k_45Tot65Jaar_19} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_65Tot80Jaar_20}",0.881720430107527,1,1,328
"{k_65Tot80Jaar_20} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_80JaarOfOuder_21}",0.881720430107527,1,1,328
"{k_80JaarOfOuder_21} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaleDruk_22}",0.881720430107527,1,1,328
"{TotaleDruk_22} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GroeneDruk_23}",0.881720430107527,1,1,328
"{GroeneDruk_23} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {SterfteRelatief_61}",0.881720430107527,1,1,328
"{SterfteRelatief_61} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Nieuwvormingen_64}",0.881720430107527,1,1,328
"{Nieuwvormingen_64} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {ZiektenVanHartEnVaatstelsel_65}",0.881720430107527,1,1,328
"{ZiektenVanHartEnVaatstelsel_65} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {BeroepsopleidendeLeerweg_104}",0.881720430107527,1,1,328
"{BeroepsopleidendeLeerweg_104} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {BeroepsbegeleidendeLeerweg_105}",0.881720430107527,1,1,328
"{BeroepsbegeleidendeLeerweg_105} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HogerBeroepsonderwijs_106}",0.881720430107527,1,1,328
"{HogerBeroepsonderwijs_106} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {WetenschappelijkOnderwijs_107}",0.881720430107527,1,1,328
"{WetenschappelijkOnderwijs_107} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VoortgezetOnderwijs_108}",0.881720430107527,1,1,328
"{VoortgezetOnderwijs_108} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {MiddelbaarBeroepsonderwijs_109}",0.881720430107527,1,1,328
"{MiddelbaarBeroepsonderwijs_109} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HogerBeroepsonderwijsBachelor_110}",0.881720430107527,1,1,328
"{HogerBeroepsonderwijsBachelor_110} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {WoMasterDoctoraal_111}",0.881720430107527,1,1,328
"{WoMasterDoctoraal_111} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalAantalBanen_112}",0.881720430107527,1,1,328
"{TotaalAantalBanen_112} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalPersonen_121}",0.881720430107527,1,1,328
"{TotaalPersonen_121} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Mannen_122}",0.881720430107527,1,1,328
"{Mannen_122} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Vrouwen_123}",0.881720430107527,1,1,328
"{Vrouwen_123} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_35Tot45Jaar_125}",0.881720430107527,1,1,328
"{k_35Tot45Jaar_125} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_45Tot55Jaar_126}",0.881720430107527,1,1,328
"{k_45Tot55Jaar_126} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {k_55Tot65Jaar_127}",0.881720430107527,1,1,328
"{k_55Tot65Jaar_127} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {NederlandseAchtergrond_128}",0.881720430107527,1,1,328
"{NederlandseAchtergrond_128} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HoofdkostwinnersZonderPartner_131}",0.881720430107527,1,1,328
"{HoofdkostwinnersZonderPartner_131} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HoofdkostwinnersMetPartner_132}",0.881720430107527,1,1,328
"{HoofdkostwinnersMetPartner_132} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {PartnersVanHoofdkostwinner_133}",0.881720430107527,1,1,328
"{PartnersVanHoofdkostwinner_133} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalActief_134}",0.881720430107527,1,1,328
"{TotaalActief_134} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {WerknemersParticulierBedrijf_135}",0.881720430107527,1,1,328
"{WerknemersParticulierBedrijf_135} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Zelfstandigen_137}",0.881720430107527,1,1,328
"{Zelfstandigen_137} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalNietActief_138}",0.881720430107527,1,1,328
"{TotaalNietActief_138} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Pensioenontvangers65JaarOfOuder_139}",0.881720430107527,1,1,328
"{Pensioenontvangers65JaarOfOuder_139} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VoortgezetOnderwijs_103}",0.881720430107527,1,1,328
"{VoortgezetOnderwijs_103} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Basisonderwijs_100}",0.881720430107527,1,1,328
"{Basisonderwijs_100} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {ZiektenVanAdemhalingsstelsel_66}",0.881720430107527,1,1,328
"{ZiektenVanAdemhalingsstelsel_66} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {OverigeDoodsoorzaken_68}",0.881720430107527,1,1,328
"{OverigeDoodsoorzaken_68} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VestigingUitAndereGemeente_69}",0.881720430107527,1,1,328
"{VestigingUitAndereGemeente_69} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VertrekNaarAndereGemeente_70}",0.881720430107527,1,1,328
"{VertrekNaarAndereGemeente_70} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VerhuismobiliteitRelatief_73}",0.881720430107527,1,1,328
"{VerhuismobiliteitRelatief_73} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Immigratie_74}",0.881720430107527,1,1,328
"{Immigratie_74} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Emigratie_75}",0.881720430107527,1,1,328
"{Emigratie_75} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {InwonersOp31December_78}",0.881720430107527,1,1,328
"{InwonersOp31December_78} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GemiddeldAantalInwoners_81}",0.881720430107527,1,1,328
"{GemiddeldAantalInwoners_81} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {TotaalAantalParticuliereHuishoudens_82}",0.881720430107527,1,1,328
"{TotaalAantalParticuliereHuishoudens_82} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Eenpersoonshuishoudens_83}",0.881720430107527,1,1,328
"{Eenpersoonshuishoudens_83} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HuishoudensZonderKinderen_84}",0.881720430107527,1,1,328
"{HuishoudensZonderKinderen_84} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HuishoudensMetKinderen_85}",0.881720430107527,1,1,328
"{HuishoudensMetKinderen_85} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Eenpersoonshuishoudens_86}",0.881720430107527,1,1,328
"{Eenpersoonshuishoudens_86} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HuishoudensZonderKinderen_87}",0.881720430107527,1,1,328
"{HuishoudensZonderKinderen_87} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {HuishoudensMetKinderen_88}",0.881720430107527,1,1,328
"{HuishoudensMetKinderen_88} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GemiddeldeHuishoudensgrootte_89}",0.881720430107527,1,1,328
"{GemiddeldeHuishoudensgrootte_89} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {VoorraadOp1Januari_90}",0.881720430107527,1,1,328
"{VoorraadOp1Januari_90} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Woningdichtheid_93}",0.881720430107527,1,1,328
"{Woningdichtheid_93} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Koopwoningen_94}",0.881720430107527,1,1,328
"{Koopwoningen_94} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Huurwoningen_95}",0.881720430107527,1,1,328
"{Huurwoningen_95} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {Woningen_97}",0.881720430107527,1,1,328
"{Woningen_97} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {NietWoningen_98}",0.881720430107527,1,1,328
"{NietWoningen_98} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GemiddeldeWoningwaarde_99}",0.881720430107527,1,1,328
"{GemiddeldeWoningwaarde_99} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{NatuurlijkGrasland_192} => {GeregistreerdeMisdrijvenPer1000Inw_3}",0.881720430107527,1,1,328
"{GeregistreerdeMisdrijvenPer1000Inw_3} => {NatuurlijkGrasland_192}",0.881720430107527,0.881720430107527,1,328
"{Marokko_47} => {AantalScholenHavoVwoBinnen5Km_225}",0.801075268817204,0.903030303030303,1.01488602032409,298
"{AantalScholenHavoVwoBinnen5Km_225} => {Marokko_47}",0.801075268817204,0.900302114803625,1.01488602032409,298
"{Marokko_47} => {TuinbouwOpenGrond_189}",0.790322580645161,0.890909090909091,0.995249795249795,294
"{TuinbouwOpenGrond_189} => {Marokko_47}",0.790322580645161,0.882882882882883,0.995249795249795,294
"{Marokko_47} => {Geiten_178}",0.790322580645161,0.890909090909091,0.986363636363636,294
"{Geiten_178} => {Marokko_47}",0.790322580645161,0.875,0.986363636363636,294
"{Marokko_47} => {ProvincialeWegen_211}",0.798387096774194,0.9,0.993471810089021,297
"{ProvincialeWegen_211} => {Marokko_47}",0.798387096774194,0.881305637982196,0.993471810089021,297
"{Marokko_47} => {Groenvoedergewassen_194}",0.795698924731183,0.896969696969697,0.990126787159428,296
"{Groenvoedergewassen_194} => {Marokko_47}",0.795698924731183,0.878338278931751,0.990126787159428,296
"{Marokko_47} => {VasteMest_199}",0.798387096774194,0.9,0.993471810089021,297
"{VasteMest_199} => {Marokko_47}",0.798387096774194,0.881305637982196,0.993471810089021,297
"{Marokko_47} => {Turkije_50}",0.830645161290323,0.936363636363636,1.01850079744817,309
"{Turkije_50} => {Marokko_47}",0.830645161290323,0.903508771929825,1.01850079744817,309
"{Marokko_47} => {Akkerbouw_188}",0.817204301075269,0.921212121212121,0.990436153441934,304
"{Akkerbouw_188} => {Marokko_47}",0.817204301075269,0.878612716763006,0.990436153441934,304
"{Marokko_47} => {BijstandGerelateerdVanafAOWLeeftijd_161}",0.841397849462366,0.948484848484848,1.01389759665622,313
"{BijstandGerelateerdVanafAOWLeeftijd_161} => {Marokko_47}",0.841397849462366,0.899425287356322,1.01389759665622,313
"{Marokko_47} => {TijdelijkGrasland_193}",0.844086021505376,0.951515151515152,0.994279877425945,314
"{TijdelijkGrasland_193} => {Marokko_47}",0.844086021505376,0.882022471910112,0.994279877425945,314
"{Marokko_47} => {AantalScholenVmboBinnen5Km_223}",0.854838709677419,0.963636363636364,1.00412528647823,318
"{AantalScholenVmboBinnen5Km_223} => {Marokko_47}",0.854838709677419,0.890756302521008,1.00412528647823,318
"{Marokko_47} => {MigratiesaldoRelatief_77}",0.854838709677419,0.963636363636364,0.998531273740187,318
"{MigratiesaldoRelatief_77} => {Marokko_47}",0.854838709677419,0.885793871866295,0.998531273740187,318
"{Marokko_47} => {WeinigStedelijk_55}",0.868279569892473,0.978787878787879,1.01423145100025,323
"{WeinigStedelijk_55} => {Marokko_47}",0.868279569892473,0.899721448467967,1.01423145100025,323
"{Marokko_47} => {VoormaligeNederlandseAntillenAruba_48}",0.876344086021505,0.987878787878788,1.01516825715721,326
"{VoormaligeNederlandseAntillenAruba_48} => {Marokko_47}",0.876344086021505,0.900552486187845,1.01516825715721,326
"{Marokko_47} => {Nieuwbouwwoningen_91}",0.870967741935484,0.981818181818182,1.00064757160648,324
"{Nieuwbouwwoningen_91} => {Marokko_47}",0.870967741935484,0.887671232876712,1.00064757160648,324
"{Marokko_47} => {DunneMest_198}",0.868279569892473,0.978787878787879,0.997559153175592,323
"{DunneMest_198} => {Marokko_47}",0.868279569892473,0.884931506849315,0.997559153175592,323
"{Marokko_47} => {AantalZiekenhuizenBinnen20Km_217}",0.876344086021505,0.987878787878788,1.00407352210631,326
"{AantalZiekenhuizenBinnen20Km_217} => {Marokko_47}",0.876344086021505,0.890710382513661,1.00407352210631,326
"{Marokko_47} => {Migratiesaldo_76}",0.876344086021505,0.987878787878788,1.00133762695071,326
"{Migratiesaldo_76} => {Marokko_47}",0.876344086021505,0.888283378746594,1.00133762695071,326
"{Marokko_47} => {Schapen_177}",0.873655913978495,0.984848484848485,0.998266039137974,325
"{Schapen_177} => {Marokko_47}",0.873655913978495,0.885558583106267,0.998266039137974,325
"{Marokko_47} => {SaldoVermeerderingWoningenRelatief_92}",0.876344086021505,0.987878787878788,0.998616600790514,326
"{SaldoVermeerderingWoningenRelatief_92} => {Marokko_47}",0.876344086021505,0.885869565217391,0.998616600790514,326
"{Marokko_47} => {GeboorteoverschotRelatief_63}",0.879032258064516,0.990909090909091,1.00167984189723,327
"{GeboorteoverschotRelatief_63} => {Marokko_47}",0.879032258064516,0.888586956521739,1.00167984189723,327
"{Marokko_47} => {EigendomOnbekend_96}",0.879032258064516,0.990909090909091,1.00167984189723,327
"{EigendomOnbekend_96} => {Marokko_47}",0.879032258064516,0.888586956521739,1.00167984189723,327
"{Marokko_47} => {Suriname_49}",0.881720430107527,0.993939393939394,1.00474308300395,328
"{Suriname_49} => {Marokko_47}",0.881720430107527,0.891304347826087,1.00474308300395,328
"{Marokko_47} => {Marokko_38}",0.887096774193548,1,1.01086956521739,330
"{Marokko_38} => {Marokko_47}",0.887096774193548,0.896739130434783,1.01086956521739,330
"{Marokko_47} => {Rundvee_176}",0.876344086021505,0.987878787878788,0.998616600790514,326
"{Rundvee_176} => {Marokko_47}",0.876344086021505,0.885869565217391,0.998616600790514,326
"{Marokko_47} => {Turkije_41}",0.879032258064516,0.990909090909091,1.00167984189723,327
"{Turkije_41} => {Marokko_47}",0.879032258064516,0.888586956521739,1.00167984189723,327
"{Marokko_47} => {BinnenlandsMigratiesaldoRelatief_72}",0.879032258064516,0.990909090909091,0.998965262379897,327
"{BinnenlandsMigratiesaldoRelatief_72} => {Marokko_47}",0.879032258064516,0.886178861788618,0.998965262379897,327
"{Marokko_47} => {Geboorteoverschot_62}",0.881720430107527,0.993939393939394,1.0020202020202,328
"{Geboorteoverschot_62} => {Marokko_47}",0.881720430107527,0.888888888888889,1.0020202020202,328
"{Marokko_47} => {PaardenEnPonyS_179}",0.879032258064516,0.990909090909091,0.998965262379897,327
"{PaardenEnPonyS_179} => {Marokko_47}",0.879032258064516,0.886178861788618,0.998965262379897,327
"{Marokko_47} => {WaterTotaal_249}",0.879032258064516,0.990909090909091,0.998965262379897,327
"{WaterTotaal_249} => {Marokko_47}",0.879032258064516,0.886178861788618,0.998965262379897,327
"{Marokko_47} => {Binnenwater_250}",0.879032258064516,0.990909090909091,0.998965262379897,327
"{Binnenwater_250} => {Marokko_47}",0.879032258064516,0.886178861788618,0.998965262379897,327
"{Marokko_47} => {BevolkingsgroeiRelatief_80}",0.881720430107527,0.993939393939394,0.999312039312039,328
"{BevolkingsgroeiRelatief_80} => {Marokko_47}",0.881720430107527,0.886486486486487,0.999312039312039,328
"{Marokko_47} => {BinnenlandsMigratiesaldo_71}",0.881720430107527,0.993939393939394,0.999312039312039,328
"{BinnenlandsMigratiesaldo_71} => {Marokko_47}",0.881720430107527,0.886486486486487,0.999312039312039,328
"{Marokko_47} => {Bevolkingsgroei_79}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{Bevolkingsgroei_79} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {UitwendigeDoodsoorzaken_67}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{UitwendigeDoodsoorzaken_67} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {NietStedelijk_56}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{NietStedelijk_56} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {KaliUitscheiding_197}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{KaliUitscheiding_197} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {Fosfaatuitscheiding_196}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{Fosfaatuitscheiding_196} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {Stikstofuitscheiding_195}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{Stikstofuitscheiding_195} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {BlijvendGrasland_191}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{BlijvendGrasland_191} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {TotaleOppervlakte_187}",0.884408602150538,0.996969696969697,0.999656946826758,329
"{TotaleOppervlakte_187} => {Marokko_47}",0.884408602150538,0.886792452830189,0.999656946826758,329
"{Marokko_47} => {Eenpersoonshuishoudens_144}",0.887096774193548,1,1,330
"{Eenpersoonshuishoudens_144} => {Marokko_47}",0.887096774193548,0.887096774193548,1,330
"{Marokko_47} => {InkomenUitArbeid_149}",0.887096774193548,1,1,330
